Date,A,ABBV,ABT,ALGN,AMGN,BAX,BDX,BIIB,BIO,BMY,BSX,CAH,CI,CNC,COO,COR,CRL,CTLT,CVS,DGX,DHR,DVA,DXCM,ELV,EW,GEHC,GILD,HCA,HOLX,HSIC,HUM,IDXX,INCY,IQV,ISRG,JNJ,LH,LLY,MCK,MDT,MOH,MRK,MRNA,MTD,PFE,PODD,REGN,RMD,RVTY,SOLV,STE,SYK,TECH,TFX,TMO,UHS,UNH,VRTX,VTRS,WAT,WBA,WST,ZBH,ZTS
1990-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-01,,,-1.355308580034556,,20.69712838300812,4.628076524353218,3.854873382384125,,12.32327029599708,0.2406753217132974,,4.8202215950538685,2.992747649305339,,-18.232155679395454,,,,0.0,,2.575288340010985,,,,,,,,,,-0.978800587886923,,,,,2.358599900587929,,-4.454177562278718,,-5.036298992198547,,-5.512504030361162,,,-14.929606707503703,,,,0.6993035490970604,,,-5.918887139033065,8.00476227521651,4.311015726339662,5.6925823948676655,0.0,1.342208143668524,,9.418708915325256,,-1.8293189643087784,0.6968669316093435,,
1990-03-01,,,2.502535597771679,,7.13085152286461,-2.5446654845406496,1.6667036192144498,,13.534129958245384,2.3754063934578795,,1.1696048362953937,-0.4926183945097614,,18.232155679395454,,,,4.5891993256655335,,1.6805694599278265,,,,,,,,,,1.9481134606636343,,,,,4.55659688142373,,6.802622085585649,,2.0450857577155928,,1.6319486780936914,,,2.716974095536106,,,,4.096135763106541,,,13.65755350057507,-8.004762275216505,0.0,1.178791162280969,-5.715841383994864,3.922156216690333,,-11.918837626888646,,4.512024748000648,0.0,,
1990-04-01,,,1.509473199042168,,3.578911653890404,-15.587046578989666,-2.087759756561308,,-3.871451408676841,5.258353728206472,,3.428881558234369,-9.580411857158309,,-11.778303565638351,,,,-1.8642350809279828,,19.61161695488593,,,,,,,,12.5163142954006,,0.3210226566619104,,,,,0.8869237740779791,,2.294555734987032,,3.1875200778109014,,5.255145233191569,,,-6.605160415206848,,,,-3.0562650410166694,,,2.1053409197832265,15.415067982725835,6.927409584641862,0.7782311198967355,-10.86338410027954,9.76383148835326,,7.320336088426653,,-1.1834457647002796,-0.6968669316093316,,
1990-05-01,,,11.486581154525544,,9.139684529295277,12.445423393866712,12.665124091996637,,5.752384694402805,8.738250540274825,,17.480276436144976,12.260237591592258,,3.0771658666753687,,,,6.50424264140438,,14.03567967963343,,,,,,,,11.12256351102244,,14.310084364067324,,,,,12.04774647206704,15.575451789590243,16.836193924179913,,16.584668301150916,,12.194580049155135,,,14.910333537566595,,,,8.902085089676097,,,10.848064299406987,35.66749439387324,9.02868492652216,4.915914425705916,21.985947611301988,34.14412367853362,,3.468550204876839,,10.714463745132774,7.410797215372184,,
1990-06-01,,,9.08990456740136,,10.32190570798289,2.1053433190412454,4.186234784827983,,11.709275582025755,3.4105607065751693,,1.8692266999601,-3.6723944709114456,,-6.252035698133393,,,,5.393463923494728,,-5.505937178104597,,,,,,,,-4.852704089466044,,8.515784726578843,,,,,5.889641123594182,5.60895275112039,6.043666955575559,,10.103220574572395,,4.7206398513415975,,,-2.692472657108825,,,,-4.516896836791141,,,4.567003683318827,4.879325225292647,-0.3603552516492792,-10.495059714413056,-1.324522675002068,13.146452855046045,,6.595793510723564,,5.9680637013594495,-11.697167658550423,,
1990-07-01,,,5.91888368461792,,10.375130859762324,6.5514640900872525,1.240054264836545,,-13.590208867751732,2.531782221378262,,7.145880340928191,-6.43723073701724,,0.0,,,,0.7134394113874111,,10.157888987691893,,,,,,,,6.936112779750232,,-2.3226849695118603,,,,,4.155972970679471,-3.7041266805912105,0.1502629884535096,,-3.3591127724776184,,2.700946708188701,,,16.660417255935798,,,,3.883983331626396,,,-6.453852113757118,13.3528304541028,-2.930618249050138,-5.908879707575474,2.631730831737336,9.662595112198098,,-14.884551092463669,,0.752811267985575,-4.478360262697331,,
1990-08-01,,,-8.38814131651932,,4.80999633998011,-8.126313850579875,-7.682015656582189,,-28.34715557406902,-6.556473116188307,,-10.91992836275542,-10.654323331900756,,-10.178269430994236,,,,-23.08747822109453,,-24.32300649838248,,,,,,,,-8.607460877124302,,-3.9952049387794704,,,,,-7.34274685548172,1.8692064747465316,-10.269473600518152,,-1.4073631093310297,,-8.790428814974591,,,-6.475867219673968,,,,-8.961215868968717,,,-3.883983331626389,-13.352830454102808,-13.512580463011018,-12.487337951577096,-21.667103680859224,-10.390004053034016,,-16.761546509327193,,-9.156702630589828,-7.1176278467895,,
1990-09-01,,,-2.2117785570075896,,-1.1111564519738364,2.094320013100866,0.0,,-16.40029876962714,-5.269925366230133,,-3.9220500381893495,-11.261888483495614,,-24.11620568168881,,,,-9.054542987268569,,-10.697210230504444,,,,,,,,-22.59564926908245,,-3.315220591923421,,,,,-3.686159330415823,-6.701070572378836,-4.945594315540963,,-5.170779706469847,,-6.97589010140705,,,-0.5295826792956189,,,,-1.398624197473984,,,-3.015303817068756,-15.415376791075284,-3.905051357899884,-9.827024176910395,-15.68424714929697,-6.016854909512217,,1.449304583916369,,-1.379348935192799,-9.449084342092242,,
1990-10-01,,,4.681036188908978,,5.436137970816526,5.051592750121372,2.255726606917648,,13.846968403302313,1.9293309027128245,,20.2940751624702,-10.83080840706206,,27.625337662815813,,,,-8.167803101426724,,-7.534889515158532,,,,,,,,-8.82926071456783,,-6.378982642209444,,,,,1.76302313762705,12.981166473686976,-5.942342047080077,,10.834104257680458,,0.9804023536819688,,,2.9644878571783395,,,,-12.35212990294221,,,1.0152371464017909,10.536051565782635,-7.342750231319944,0.5420046667248565,1.8692133012152543,8.8947526283812,,-5.9276574577232966,,5.143233467488625,-18.774162426329383,,
