Date,APA,BKR,COP,CTRA,CVX,DVN,EOG,EQT,FANG,HAL,HES,KMI,MPC,MRO,OKE,OXY,PSX,SLB,TRGP,VLO,WMB,XOM
1990-01-01,,,,,,,,,,,,,,,,,,,,,,
1990-02-01,0.016260555821345175,0.08126296407876579,0.02481518095321093,,0.003731347612858184,0.0,-0.02210034700066597,0.006600696854599266,,0.06342181685380503,0.061557892999433365,,,0.06500478945917038,0.017021687569430524,0.0592427832727896,,0.002642009462838576,,,-0.07755824446960657,0.0
1990-03-01,0.04725284767854673,0.0751527223793447,0.019418114160753255,-0.02353049741019416,0.0055710450494554295,0.030153038170687457,0.04372281101383158,-0.030052154717269335,,0.01386983381863092,-0.05891586340626647,,,-0.003502646368389888,-0.0127392492208697,-0.031463226335765156,,0.10271850619498772,,,0.0395308143783456,-0.01608613775162438
1990-04-01,-0.08004281499857994,-0.07028653272817172,-0.044233295113964254,-0.10008345855698253,-0.02436859101695769,-0.030153038170687558,-0.07205331764005754,-0.07384719195245619,,-0.05959211035722161,-0.029453307775874137,,,-0.08414460497660942,-0.13720106893855372,-0.01843377103109942,,-0.04629328397084475,,,-0.07232075641595861,-0.021858793812499073
1990-05-01,0.01652941149868794,0.1274449465681203,0.07733331381234848,0.11583157710651393,0.06073623518783249,0.06899287148695142,0.08796877294595722,0.09398185579201267,,0.14407500816384444,0.005420108821374509,,,0.026366877582939364,0.04785619204614362,0.02298955021285341,,0.1523678303623281,,,0.06453851317280082,0.05899834076195576
1990-06-01,-0.02489756922377737,-0.0708260525686124,-0.04276189504119628,0.023167064741503124,0.005342844410495446,0.009478743954543739,0.0,-0.030356271846984573,,-0.02564232217021727,-0.047034990937974086,,,-0.018762360744205904,-0.018868484304382805,-0.06575136280278923,,-0.01510276818575663,,,-0.0645385131728008,-0.0026075634070808302
1990-07-01,0.12615128313282578,0.14493402472233424,0.114541499248067,0.04478361282954269,0.12034537075300136,0.037041271680349076,0.010471299867295437,-0.010327169211518834,,0.13125603331596028,0.10734157654898026,,,0.044451848513341455,0.06453836552518086,0.0048426618256613855,,0.12835497458178222,,,-0.04255959225595646,0.08024353105005229
1990-08-01,-0.0074350276863591165,-0.032260862218221435,-0.01746771861574711,0.0,-0.045096207833193444,-0.07550755250814517,-0.026386755173194887,0.02393291661317912,,-0.03476592119930279,0.06644509940815276,,,-0.0713248111152371,-0.07410798412390679,-0.06486065720494229,,-0.021256839025415152,,,-0.11995927727178342,-0.036813973122716316
1990-09-01,0.16475529384238896,-0.05043085362689197,-0.09707378063232,0.056753249814553104,-0.025022156175492603,0.16251892949777494,0.13486739816726478,0.013422762755545088,,-0.031140315892513884,-0.028987536873252298,,,-0.06427913034110944,0.18392279660044542,-0.20526306991972526,,-0.050060501956918,,,0.019418192534558315,-0.020202707317519466
1990-10-01,-0.20278274193833792,-0.09015109699429745,-0.01467023521989868,-0.0640788427566246,-0.08272084022076161,-0.2025242641114741,0.00930239266231341,0.03922085600049086,,-0.13806020567917998,-0.04255953636872702,,,0.04065599980536211,-0.040821857996309385,0.018809276860693388,,-0.0879451710625257,,,0.07856235975371427,0.0
