Date,CHTR,CMCSA,DIS,EA,FOX,FOXA,GOOG,GOOGL,IPG,LYV,META,MTCH,NFLX,NWS,NWSA,OMC,PARA,T,TMUS,TTWO,VZ,WBD
1990-01-01,,,,,,,,,,,,,,,,,,,,,,
1990-02-01,,-7.933673889992156,5.033243973963821,15.201529632655934,,,,,0.0,,,,,,,-2.139118998131756,,3.4846763388500137,,,-8.399340720687569,
1990-03-01,,-1.851913607798629,1.4731066759248692,-13.720112151348502,,,,,7.117628276426305,,,,,,,1.6086137751624443,,3.146332129509576,,,4.885638027594067,
1990-04-01,,-12.953362209984007,-0.5640167444032415,51.669074321838885,,,,,-5.491563782908669,,,,,,,-1.608613775162438,,-3.37490139885496,,,-0.9314723805224818,
1990-05-01,,19.290307982309027,15.479687078954113,15.415113873810231,,,,,6.63009607135289,,,,,,,7.294899964616748,,6.639611919798585,,,10.883039631594162,
1990-06-01,,-5.406702049671536,-0.5830896645551381,0.7490212818313711,,,,,4.789140017248163,,,,,,,5.380270599297619,,-8.022118021205939,,,-4.9149928812911785,
1990-07-01,,-6.701053087889705,-8.64798965268567,-30.27193332997817,,,,,1.7825675146887536,,,,,,,-0.477327875265766,,0.9237942493520526,,,-0.505051448769949,
1990-08-01,,-16.077382138288076,-13.885909306269074,0.0,,,,,-7.710239820381141,,,,,,,-8.483887993702943,,-10.40842348976239,,,-14.40749878984852,
1990-09-01,,-13.685845615039677,-12.191239812961635,-39.04269362880972,,,,,-10.875899630830263,,,,,,,-10.420377753000263,,6.660902109128607,,,10.008343020781393,
1990-10-01,,5.195920439024111,0.4129376637704041,-9.38186030779336,,,,,1.2685160345773958,,,,,,,-24.80168160593495,,3.977131059870144,,,10.058721113319647,
1990-11-01,,11.918869305264348,9.05536886554182,7.87798147413267,,,,,4.919024726817481,,,,,,,24.221969837502364,,1.1402703966395953,,,3.986458904607165,
1990-12-01,,16.532381601986916,1.8645642872406083,12.7834185311637,,,,,11.33286918464845,,,,,,,7.28613482648717,,1.5748292546464353,,,-1.388910888755826,
1991-01-01,,13.35318013420924,6.4384528543513415,31.72406534657301,,,,,11.778309015206029,,,,,,,3.713954694945679,,-6.931167431420245,,,-10.04515542291866,
1991-02-01,,-6.010443550923927,13.078518450825197,18.555198480124417,,,,,5.256237605106247,,,,,,,5.077232537342314,,2.8303686243473862,,,1.0256497489883625,
1991-03-01,,11.679962599717165,-3.6104967998862745,19.699867541613852,,,,,8.650923910042573,,,,,,,13.846967426510512,,4.323771149271215,,,4.733136270023872,
1991-04-01,,5.365264036122478,-3.310504436771332,7.03160942112086,,,,,1.098907942424498,,,,,,,4.632407167423841,,-5.023893225863224,,,-2.712866057669215,
1991-05-01,,-2.2642717803286234,0.7571749085643782,7.718998746339063,,,,,-0.823049913651548,,,,,,,0.0,,-3.0917925577913583,,,-5.921934413316132,
1991-06-01,,-13.026507576310708,-3.956564146428941,-24.48049513556596,,,,,-8.62603442844069,,,,,,,-6.811142585914581,,3.3257179342713585,,,0.2649007457208025,
1991-07-01,,-1.7544472792003194,7.969764433392457,11.697123107351398,,,,,9.994048965258692,,,,,,,6.398770867528379,,0.9302394410551444,,,1.3140790045169082,
1991-08-01,,-2.6906967489685405,-1.67017165328484,34.754246037545975,,,,,3.9952049387794655,,,,,,,-1.247417422517569,,1.8349050239145277,,,4.092641705052197,
1991-09-01,,15.15498749626721,-4.082209221036756,-7.622736538788426,,,,,-3.9952049387794704,,,,,,,-2.5425098365810057,,1.5783894613459857,,,-9.180752472018796,
1991-10-01,,3.077134371038706,4.082209221036755,24.46918875204127,,,,,7.333123162144968,,,,,,,11.730605019539636,,7.330873506454001,,,3.2435266827341427,
1991-11-01,,-6.2520329713515626,-12.54439176861926,4.546237407675742,,,,,-5.182510844647261,,,,,,,-5.491575759611465,,-4.030240866131972,,,-3.5186299428775576,
1991-12-01,,7.755834488853819,8.899821607291372,12.5163142954006,,,,,19.728011462230988,,,,,,,2.783479899344406,,11.247802622494357,,,6.143451848947247,
1992-01-01,,-6.1557857414570245,17.574986956623086,4.473589384139152,,,,,-7.478001260286845,,,,,,,8.635756853221082,,-6.802627506158412,,,-4.504071327389209,
1992-02-01,,1.574849852916052,11.900320209995517,15.593480162075968,,,,,6.380292065558479,,,,,,,2.8370697129215565,,0.0,,,-5.859414761777113,
1992-03-01,,-10.70984346809835,-1.391749507198235,1.5915455305899582,,,,,-2.0067563050809256,,,,,,,-3.559094510270263,,-4.87901097938058,,,-4.706749675995738,
1992-04-01,,5.908877688745893,-3.951754846405621,-7.654007712233438,,,,,6.749020947864939,,,,,,,4.948005726336971,,8.137955926912793,,,6.698280069262092,
1992-05-01,,10.125403075131564,4.19877300449457,-2.298951822469872,,,,,-4.521760747919432,,,,,,,-3.1526253646773896,,-3.466196859748609,,,-2.8573364132003483,
1992-06-01,,3.636738531638407,-5.060111919164871,9.952959534703307,,,,,-0.4414950841066339,,,,,,,-0.3565066164496145,,1.2371335778083197,,,3.1386304703096184,
