Date,AAPL,ACN,ADBE,ADI,ADSK,AKAM,AMAT,AMD,ANET,ANSS,APH,AVGO,BR,CDNS,CDW,CPAY,CRM,CRWD,CSCO,CTSH,DAY,ENPH,EPAM,FFIV,FI,FICO,FIS,FSLR,FTNT,FTV,GDDY,GEN,GLW,GRMN,HPE,HPQ,IBM,INTC,INTU,IT,JBL,JKHY,JNPR,KEYS,KLAC,LDOS,LRCX,MCHP,MPWR,MSFT,MSI,MU,NOW,NTAP,NVDA,NXPI,ON,ORCL,PANW,PAYC,PTC,QCOM,QRVO,ROP,SMCI,SNPS,STX,SWKS,TDY,TEL,TER,TRMB,TXN,TYL,UBER,VRSN,WDC,ZBRA
1990-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-01,0.0,,25.249576332673712,6.351389061701354,11.355469954686232,,-4.695642313205238,12.921173148000625,,,,,,17.904816891296278,,,,,,,,,,,0.0,16.508027244833922,,,,,,7.302513501488981,5.993234333335167,,,-3.4190942448327046,5.186346057224983,1.880971105777376,,,,18.231836199009805,,,-1.7094433359300067,,19.00436758209468,,,6.538313864448096,12.260236218047764,44.75766045585912,,,,,,3.9891482077392495,,,-7.165604901399944,,,,,,,-9.097144649286596,,,-1.398624197473984,,5.46581839417994,9.09717782057268,,,8.2238098236972,
1990-03-01,16.87509378101938,,22.808997524953533,1.5267237380214955,2.2347298691996618,,9.180868696920388,10.08046991219655,,,,,,5.837205892623588,,,,,,,,,,,5.849659188218599,-9.097162826861409,,,,,,11.934675763256624,3.537792214866614,,,5.908874633513006,2.142941833157949,3.6589433811925263,,,,-11.778403403468182,,,17.36634940508401,,12.629411419220393,,,11.468349443212842,5.129328926517645,1.0256539293318256,,,,,,-17.010660242006875,,,-7.718970844559177,,,,,,,9.097144649286596,,,16.81369218019982,,2.797385204240616,2.857326498778933,,,16.90763300439339,
1990-04-01,-2.1977465611957774,,0.655740054615904,-20.06706954621511,-3.944173205129673,,-4.944969439810304,-4.196419909903219,,,,,,-5.837205892623588,,,,,1.0581465358127584,,,,,,1.1299614894753884,-4.879011818872196,,,,,,1.242251999855711,-0.2677459477899248,,,-5.043088844867284,2.673016050283196,-5.539914486969902,,,,11.77840340346818,,,6.995858860691047,,-12.629411419220393,,,4.631566023023396,3.402969467760747,0.0,,,,,,-17.30927226628549,,,15.942760843302798,,,,,,,4.255994613165669,,,-16.813692180199823,,-6.40788566845224,0.0,,,3.278982282299097,
1990-05-01,4.651977673497589,,-7.109570752531018,13.815058459028798,14.175894753209487,,31.71960046009805,18.232155679395454,,,,,,19.31913431168429,,,,,4.125213022319678,,,,,,6.524091051914469,0.0,,,,,,15.942773692810215,6.487366488756995,,,9.321811366697451,9.61439148534268,20.009547212220166,,,,15.414839781825457,,,24.981179839637107,,25.344921368265958,,,23.001594509314906,20.89163866076701,9.716374665154218,,,,,,21.840811354824112,,,17.351094758004265,,,,,,,-4.255994613165665,,,13.176927763112335,,21.130909366720697,30.166842188278764,,,7.2570692834835375,
1990-06-01,8.14402379128711,,3.1090372911611075,-3.2790068932461605,10.186313512565563,,1.993462453282231,-10.008345855698252,,,,,,-1.8182326886624849,,,,,6.831464083834442,,,,,,3.109079126073908,9.53100188718305,,,,,,8.085209662909497,-12.85188455431044,,,-1.05263119984842,-2.1053436081978827,-2.624854231921929,,,,9.097267116639184,,,1.0471299867295436,,-31.28723343523304,,,4.027431065482805,0.9009157229462152,-1.8692114685078527,,,,,,15.776205363477894,,,-4.525648356128988,,,,,,,4.255994613165669,,,0.0,,-5.820919354601704,0.0,,,5.826890812397583,
1990-07-01,-6.342293461709334,,-4.522488079799766,-8.701165442219663,-4.138521616285437,,-8.94061486138375,-30.53816495511819,,,,,,1.3667586351599612,,,,,-3.846372782364322,,,,,,2.0202800428468524,-14.660326243859872,,,,,,-4.976150955906382,0.0,,,-9.134965955494764,-5.2413740552089925,-5.465841253786408,,,,-36.29051030193282,,,-6.453852113757118,,-22.82588967624204,,,-13.353200570076448,-2.727445138641589,-16.362945976951153,,,,,,-31.50808165983508,,,-0.9302506746724272,,,,,,,-4.255994613165665,,,-14.595391262307984,,-21.372452193762467,-13.353139262452263,,,-8.872811560868431,
1990-08-01,-12.67521824764157,,-34.00375199926473,-3.7040706346143226,-6.798734098493266,,-24.31270499590139,-26.415157504158675,,,,,,-24.48710432637555,,,,,-2.985091301470116,,,,,,-7.257109464702144,2.5974717575765074,,,,,,-10.763066419236544,-9.588181529982172,,,-21.233303524564924,-9.027802355446642,-28.768184385571622,,,,-20.7635908857612,,,-38.89358061569538,,2.531804181793752,,,-7.816426444462135,-12.413956044536237,-22.314357780516332,,,,,,-37.26763004865333,,,-11.895195727202871,,,,,,,-9.097144649286596,,,-29.72515234679316,,-14.250006260728304,-11.332868530700312,,,-23.0905556649699,
1990-09-01,-24.36198957852353,,-27.443684570176032,-5.826889084988005,-16.934084532123347,,-16.955874522438467,-4.7628048989254586,,,,,,-21.164917933044148,,,,,-9.531598853101771,,,,,,-15.057380095735551,-2.5974717575765047,,,,,,7.65400771223344,-4.502373156734147,,,-4.0224761766459975,4.322399498942422,-0.3752119303771147,,,,14.31015809021958,,,0.0,,-32.15830136938364,,,2.4097179413542773,-13.179377482159484,-8.701136494828717,,,,,,-58.13545186596332,,,-21.00714997846689,,,,,,,-10.008305700998257,,,-26.2364264467491,-1.8348861235629648,1.3423291599465084,-4.082199452025517,,,-43.17824164255378,
1990-10-01,5.859406694705245,,23.36148511815051,-8.338224582764646,-9.352605801082348,,-27.32914821484403,-27.95848622191616,,,,,,-7.410807118913182,,,,,27.087928607036943,,,,,,17.709974682245438,0.0,,,,,,-19.71680649109491,5.752384694402805,,,-25.344869225705004,-0.8259607044563115,0.7490212818313711,,,,12.516370674186236,,,-6.782259633876106,,-7.145951481112432,,,1.1834816677269333,-15.64682254957376,-4.65199709099072,,,,,,-19.00450495528621,,,12.21028553337859,,,,,,,5.129251137075122,,,-16.251892949777496,3.636791664921389,-15.860530144396284,-4.255961441879589,,,-10.536051565782628,
