Date,ALB,APD,CE,CF,CTVA,DD,DOW,ECL,EMN,FCX,FMC,IFF,LIN,LYB,MLM,MOS,NEM,NUE,PPG,SHW,STLD,VMC
1990-01-01,,,,,,,,,,,,,,,,,,,,,,
1990-02-01,,-0.0299342623013237,,,,0.009737174545987,,-0.0301530381706875,,,-0.0404094455552365,-0.0555699816725196,,,,0.0709517359722844,0.004819212899189,0.0755075525081451,0.0062696130135953,-0.0038533341122026,,0.0176995770994008
1990-03-01,,0.1438373318877972,,,,0.0191944458341461,,-0.0258412311838873,,,0.0102564014596534,0.074108101506094,,,,-0.0491326885776446,-0.0905139708610498,0.1785264858254031,0.066489741268833,0.0886188259511791,,0.0595920972022456
1990-04-01,,-0.0120338896306245,,,,-0.062765716839503,,-0.0932181288321008,,,-0.1384021386596835,-0.0395473593690242,,,,-0.1101682172259294,-0.1230601381702909,-0.026976587698202,0.0457222493380951,-0.0106572933186028,,-0.0166670524852116
1990-05-01,,0.0946496342867092,,,,0.0080645465015776,,0.1342495255099634,,,0.1485545911212118,0.1330005228694879,,,,0.0584962066816086,0.0855221771605444,0.1229779579482595,0.1059190188837374,0.0756372041626873,,0.0139084089704561
1990-06-01,,-0.0044150657944576,,,,-0.0837308895261548,,0.0538027059929761,,,-0.1177830282517606,0.0293060147754955,,,,0.0624055661874296,-0.0475613257868,-0.0369436206064564,-0.0358094526967108,0.0547642821279477,,-0.036572246686939
1990-07-01,,-0.0383361158580701,,,,-0.1034215865622045,,0.0281708769666962,,,0.1311611427835014,0.0527362989106976,,,,0.0106195688274603,0.1263422067982993,0.1308396009588112,0.1061414606408977,-0.0318499215534836,,0.0310320873869993
1990-08-01,,-0.1837018948913541,,,,-0.2063364605789393,,-0.2047944126460132,,,-0.0616633753670912,-0.1027004399388559,,,,-0.0960146532395886,-0.1206279927286528,-0.1673400031783377,-0.1514221651740543,-0.1573921737514293,,-0.1431008436406733
1990-09-01,,-0.0083217301754897,,,,-0.0741079500638729,,-0.1665376890926926,,,-0.1773866678473799,-0.02109372515168,,,,0.0380273955892393,-0.0616935255330054,-0.1875396081417203,-0.0474286935711109,0.0150379912360943,,-0.0594234204708007
1990-10-01,,0.0751023152267075,,,,0.0711273987896154,,0.0898038948613032,,,-0.0974221817167856,0.0491591796525872,,,,0.0294138852062934,-0.1155129000970051,0.1042389338519645,-0.1442003489740901,-0.0188331782410712,,-0.1905183239981331
1990-11-01,,0.1030322008614801,,,,0.0993724647313269,,0.0420482362434994,,,0.1058255111356527,0.1016637100819965,,,,0.007220247973487,-0.0381328836792747,-0.0040485880257838,0.1093130899736496,0.0732930893378578,,0.059898141581069
